Red Tide Sighting No.,Date of Report,Date of Dissipation,Group,Species,Location,Latitude,Longitude,Coordinate System
1994S0018,1994-07-19,1994-07-27,Dinoflagellates,Ceratium furca,"Tai Long Sai Wan, Sai Kung",22.3989385081385,114.373076961195,WGS84
1994S0019,1994-07-26,1994-07-30,Dinoflagellates,Ceratium furca,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.3442848112631,114.288800994762,WGS84
1994S0020,1994-11-14,1994-11-15,Dinoflagellates,Prorocentrum minimum,Shatin Hoi,22.4164807494434,114.218635092859,WGS84
1995S0001,1995-01-18,1995-01-21,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.5365981421075,114.302904690136,WGS84
1995S0003,1995-01-19,1995-01-20,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229383978159,114.272430693211,WGS84
1995S0002,1995-01-19,1995-01-20,Dinoflagellates,Noctiluca scintillans,Yim Tin Tsai and Yung Shue Au Fish Culture Zones,22.4544234173682,114.20833525666,WGS84
1995S0004,1995-01-22,1995-01-23,Others,Undetermined sp.,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.3442848112631,114.288800994762,WGS84
1995S0007,1995-02-08,1995-02-09,Dinoflagellates,Noctiluca scintillans,"Stanley Main Beach, Hong Kong Island",22.2208233250361,114.215130233064,WGS84
1995S0005,1995-02-08,1995-02-09,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229383978159,114.272430693211,WGS84
1995S0006,1995-02-08,1995-02-09,Dinoflagellates,Noctiluca scintillans,Tolo Channel,22.481778601221,114.315073952468,WGS84
1995S0008,1995-02-15,1995-02-17,Dinoflagellates,Gymnodinium sanguineum,"Lai Chi Wo and O Pui Tong, Crooked Harbour (Kat O Hoi)",22.5409445540771,114.277726685968,WGS84
1995S0009,1995-02-19,1995-02-20,Dinoflagellates,Noctiluca scintillans,Tolo Channel,22.481778601221,114.315073952468,WGS84
1995S0010,1995-02-24,1995-02-25,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1995S0011,1995-03-06,1995-03-17,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1995S0012,1995-03-15,1995-03-18,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach and Bayside Beach, Sai Kung",22.3229275317693,114.27243451976,WGS84
1995S0013,1995-03-23,1995-03-24,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.5365981421075,114.302904690136,WGS84
1995S0014,1995-03-24,1995-03-25,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229383978159,114.272430693211,WGS84
1995S0015,1995-03-24,1995-03-25,Diatom,Skeletonema costatum,Yim Tin Tsai Fish Culture Zone,22.4546027446948,114.208099010067,WGS84
1995S0016,1995-04-05,1995-04-09,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach and Clear Water Bay, Sai Kung",22.2837164651008,114.295277211962,WGS84
1995S0017,1995-04-06,1995-04-07,Dinoflagellates,Prorocentrum dentatum,"Hoi Ha Wan, Sai Kung",22.4666190307851,114.332356779989,WGS84
1995S0018,1995-04-10,1995-04-12,Others,Heterosigma akashiwo,Yim Tin Tsai Fish Culture Zone,22.4545791285488,114.208431512675,WGS84
1995S0019,1995-04-28,1995-05-06,Diatom,Eucampia zodiacus,Ma Wan to Tuen Mun and Chek Lap Kok,22.3537260050778,114.025029921362,WGS84
1995S0020,1995-05-10,1995-05-11,Dinoflagellates,Noctiluca scintillans,"Kwun Yam Wan Beach, Cheung Chau",22.2077015939198,114.03489311041,WGS84
1995S0021,1995-06-23,1995-06-29,Diatom,Skeletonema costatum,"Middle Bay, Hong Kong Island",22.2296703530286,114.196428154252,WGS84
1995S0022,1995-12-12,1995-12-13,Diatom,Pseudo-nitzschia pungens,Yim Tin Tsai Fish Culture Zone,22.4546266012555,114.208201735862,WGS84
1995S0023,1995-12-27,1996-01-24,Dinoflagellates,Heterocapsa circularisquama,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1996S0001,1996-01-25,1996-03-02,Dinoflagellates,Noctiluca scintillans,Hong Kong (Northeastern),22.5224051239387,114.339118710341,WGS84
1996S0002,1996-03-15,1996-03-24,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay First and Second Beach and Silverstrand Beach, Sai Kung",22.2897921470196,114.291568557405,WGS84
1996S0003,1996-03-17,1996-03-19,Dinoflagellates,Noctiluca scintillans,"Turtle Cove Beach, Hong Kong Island",22.2323619896757,114.223527619083,WGS84
1996S0004,1996-04-16,1996-04-17,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station and Sha Tau Kok Hoi,22.5365484384722,114.302617018256,WGS84
1996S0005,1996-04-17,1996-04-18,Others,Trichodesmium spp.,"Silverstrand Beach, Sai Kung",22.322835874078,114.272322651633,WGS84
1996S0005,1996-04-17,1996-04-18,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.322835874078,114.272322651633,WGS84
1996S0006,1996-04-26,1996-05-15,Dinoflagellates,Heterocapsa circularisquama,Tolo Harbour,22.4439820006432,114.221554914035,WGS84
1996S0007,1996-05-07,1996-05-08,Dinoflagellates,Noctiluca scintillans,"Silverstrand, Sai Kung",22.3235894985896,114.273700384142,WGS84
1996S0008,1996-05-14,1996-05-15,Dinoflagellates,Prorocentrum minimum,Yim Tin Tsai Fish Culture Zone,22.4537088928599,114.207867381726,WGS84
1996S0009,1996-05-24,1996-05-29,Diatom,Skeletonema costatum,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1996S0010,1996-05-30,1996-06-04,Others,Plagioselmis prolonga,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1996S0011,1996-06-04,1996-06-09,Others,Pedinomonadaceae spp.,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1996S0012,1996-06-18,1996-06-22,Diatom,Chaetoceros pseudocurvisetus,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1996S0013,1996-06-21,1996-06-25,Diatom,Dactyliosolen fragilissimus,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1996S0014,1996-06-25,1996-07-03,Diatom,Pseudo-nitzschia pseudodelicatissima,Hong Kong (Southwestern),22.1753981172847,113.873852725026,WGS84
1996S0015,1996-06-27,1996-07-05,Diatom,Chaetoceros spp.,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1996S0015,1996-06-27,1996-07-05,Diatom,Thalassiosira pseudonana,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1996S0016,1996-07-10,1996-07-18,Diatom,Dactyliosolen fragilissimus,Double Haven (Yan Chau Tong),22.5242000508329,114.296633184394,WGS84
1996S0017,1996-08-13,1996-08-14,Diatom,Leptocylindrus minimus,Yim Tin Tsai Fish Culture Zone,22.4545791285488,114.208431512675,WGS84
1996S0018,1996-09-29,1996-10-09,Dinoflagellates,Prorocentrum minimum,Tolo Harbour and Tolo Channel,22.4817706407252,114.315079454233,WGS84
1996S0019,1996-11-06,1996-11-16,Diatom,Thalassiosira mala,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1996S0019,1996-11-06,1996-11-16,Dinoflagellates,Heterocapsa circularisquama,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1996S0020,1996-11-29,1996-11-30,Others,Trichodesmium spp.,"Repulse Bay Beach and South Bay Beach, Hong Kong Island",22.2358795990311,114.1954608401,WGS84
1996S0021,1996-12-17,1996-12-18,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229383978159,114.272430693211,WGS84
1996S0022,1996-12-17,1996-12-18,Dinoflagellates,Noctiluca scintillans,Starling Inlet (Sha Tau Kok Hoi) and Crooked Harbour (Kat O Hoi),22.5408948792853,114.277681717693,WGS84
1996S0023,1996-12-30,1996-12-31,Dinoflagellates,Noctiluca scintillans,Yim Tin Tsai Fish Culture Zone,22.4546027446948,114.208099010067,WGS84
1996S0025,1996-12-31,1997-01-16,Dinoflagellates,Prorocentrum minimum,Shatin Hoi,22.4259887338523,114.219771283758,WGS84
1996S0024,1996-12-31,1997-01-01,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.5391761289661,114.303425493797,WGS84
1997S0001,1997-01-11,1997-01-12,Others,Undetermined sp.,"Stanley Main Beach, Hong Kong Island",22.2208233250361,114.215130233064,WGS84
1997S0002,1997-01-21,1997-01-22,Dinoflagellates,Noctiluca scintillans,Double Haven (Yan Chau Tong),22.5242000508329,114.296633184394,WGS84
1997S0003,1997-02-21,1997-02-22,Dinoflagellates,Noctiluca scintillans,Yim Tin Tsai Fish Culture Zone,22.4541058747309,114.210290577342,WGS84
1997S0004,1997-02-26,1997-02-27,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229383978159,114.272430693211,WGS84
1997S0006,1997-03-06,1997-03-07,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.5391761289661,114.303425493797,WGS84
1997S0005,1997-03-06,1997-03-07,Dinoflagellates,Noctiluca scintillans,Tap Mun Fish Culture Zone,22.4729028856069,114.356519750013,WGS84
1997S0007,1997-03-07,1997-03-08,Dinoflagellates,Noctiluca scintillans,"Tai Mei Tuk, Tai Po",22.4698748425247,114.230640733214,WGS84
1997S0008,1997-03-10,1997-03-11,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.5392577247627,114.303474329979,WGS84
1997S0009,1997-03-10,1997-03-13,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1997S0009,1997-03-10,1997-03-13,Dinoflagellates,Prorocentrum sigmoides,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1997S0009,1997-03-10,1997-03-13,Dinoflagellates,Karenia mikimotoi,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1997S0010,1997-03-12,1997-03-16,Dinoflagellates,Noctiluca scintillans,Southern Beaches,22.2358870947389,114.195458765247,WGS84
1997S0011,1997-03-14,1997-03-15,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229383978159,114.272430693211,WGS84
1997S0012,1997-04-17,1997-04-20,Dinoflagellates,Prorocentrum sigmoides,Yim Tin Tsai Fish Culture Zone,22.4546358655573,114.210100652718,WGS84
1997S0012,1997-04-17,1997-04-20,Dinoflagellates,Prorocentrum triestinum,Yim Tin Tsai Fish Culture Zone,22.4546358655573,114.210100652718,WGS84
1997S0012,1997-04-17,1997-04-20,Others,Heterosigma akashiwo,Yim Tin Tsai Fish Culture Zone,22.4546358655573,114.210100652718,WGS84
1997S0013,1997-05-01,1997-05-02,Others,Mesodinium rubrum,Tuen Mun near Tai Lam Kok,22.3536420777875,114.020280200636,WGS84
1997S0014,1997-05-09,1997-05-16,Dinoflagellates,Heterocapsa circularisquama,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1997S0015,1997-05-15,1997-05-16,Dinoflagellates,Heterocapsa rotundata,"Tuen Mun near Tai Lam Kok and Lido Beach, Tsuen Wan",22.3536550411515,114.020266225599,WGS84
1997S0016,1997-07-27,1997-07-28,Others,Mesodinium rubrum,"Pui O Beach, Lantau Island",22.2369987803613,113.9758622115,WGS84
1997S0017,1997-07-31,1997-08-04,Dinoflagellates,Prorocentrum minimum,Tolo Harbour near Yuen Chau Tsai,22.4471825431082,114.178729832492,WGS84
1997S0018,1997-10-29,1997-11-05,Others,Teleaulax acuta,Shing Mun River,22.3952158371771,114.206434177891,WGS84
1997S0019,1997-11-25,1997-11-26,Diatom,Thalassiosira pseudonana,Shing Mun River,22.3973287844342,114.208633065372,WGS84
1998S0001,1998-02-20,1998-02-21,Dinoflagellates,Noctiluca scintillans,"Turtle Cove Beach, Hong Kong Island",22.2323608243576,114.223528869992,WGS84
1998S0002,1998-02-20,1998-02-21,Dinoflagellates,Noctiluca scintillans,"Repulse Bay Beach, Hong Kong Island",22.2358958902674,114.195461909277,WGS84
1998S0003,1998-03-13,1998-03-14,Dinoflagellates,Noctiluca scintillans,"Little Palm Beach, Sai Kung",22.3204580187987,114.286914605052,WGS84
1998S0004,1998-03-16,1998-03-21,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229383978159,114.272430693211,WGS84
1998S0006,1998-03-17,1998-03-18,Others,Undetermined sp.,"Tai Long Sai Wan, Sai Kung",22.3989385081385,114.373076961195,WGS84
1998S0005,1998-03-18,1998-03-31,Dinoflagellates,Karenia digitata,"Double Haven, Crooked Harbour, O Pui Tong",22.5410493570418,114.277616414713,WGS84
1998S0007,1998-03-23,1998-03-27,Dinoflagellates,Karenia digitata,Leung Shuen Wan and Kau Sai Fish Culture Zones,22.341422946164,114.318425829335,WGS84
1998S0009,1998-03-25,1998-03-28,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229383978159,114.272430693211,WGS84
1998S0008,1998-03-25,1998-04-01,Diatom,Chaetoceros spp.,Yim Tin Tsai (East) Fish Culture Zone and Tolo Harbour,22.4431926409364,114.220959187795,WGS84
1998S0008,1998-03-25,1998-04-01,Dinoflagellates,Noctiluca scintillans,Yim Tin Tsai (East) Fish Culture Zone and Tolo Harbour,22.4431926409364,114.220959187795,WGS84
1998S0008,1998-03-25,1998-04-01,Dinoflagellates,Prorocentrum minimum,Yim Tin Tsai (East) Fish Culture Zone and Tolo Harbour,22.4431926409364,114.220959187795,WGS84
1998S0010,1998-04-01,1998-04-02,Dinoflagellates,Noctiluca scintillans,"Chung Hom Kok Beach, Hong Kong Island",22.2174523694475,114.201275382501,WGS84
1998S0010,1998-04-01,1998-04-02,Diatom,Chaetoceros curvisetus,"Chung Hom Kok Beach, Hong Kong Island",22.2174523694475,114.201275382501,WGS84
1998S0011,1998-04-02,1998-04-03,Dinoflagellates,Karenia digitata,Yung Shue Au Fish Culture Zones,22.4237092580152,114.277980844073,WGS84
1998S0012,1998-04-03,1998-04-04,Dinoflagellates,Karenia digitata,Kat O and O Pui Tong Fish Culture Zones,22.5446818873444,114.300286013641,WGS84
1998S0013,1998-04-03,1998-04-05,Dinoflagellates,Karenia digitata,Tai Tau Chau and Kai Lung Wan Fish Culture Zones,22.369119754688,114.323443710166,WGS84
1998S0014,1998-04-07,1998-04-13,Dinoflagellates,Prorocentrum minimum,Tolo Harbour near Yuen Chau Tsai,22.4471825431082,114.178729832492,WGS84
1998S0014,1998-04-07,1998-04-13,Dinoflagellates,Prorocentrum dentatum,Tolo Harbour near Yuen Chau Tsai,22.4471825431082,114.178729832492,WGS84
1998S0015,1998-04-09,1998-04-17,Dinoflagellates,Karenia digitata,Hong Kong South Waters,22.2566824043579,114.284532382534,WGS84
1998S0016,1998-04-10,1998-04-17,Dinoflagellates,Karenia digitata,Sham Wan and Tap Mun Fish Culture Zones,22.4405384722652,114.353152404789,WGS84
1998S0017,1998-04-11,1998-04-18,Dinoflagellates,Karenia digitata,"Yim Tin Tsai, Yim Tin Tsai (East) and Yung Shue Au Fish Culture Zones",22.4237066095771,114.278056945018,WGS84
1998S0017,1998-04-11,1998-04-18,Dinoflagellates,Prorocentrum minimum,"Yim Tin Tsai, Yim Tin Tsai (East) and Yung Shue Au Fish Culture Zones",22.4237066095771,114.278056945018,WGS84
1998S0018,1998-04-17,1998-04-18,Dinoflagellates,Noctiluca scintillans,"Shek O Beach, Hong Kong Island",22.2284582012421,114.251862863321,WGS84
1998S0019,1998-04-24,1998-04-26,Dinoflagellates,Cochlodinium polykrikoides,Southern Beaches,22.2439096937891,114.18680761166,WGS84
1998S0020,1998-04-25,1998-04-26,Dinoflagellates,Gymnodinium sanguineum,"Sha Chau, Lung Kwu Chau, Tap Shek Kok",22.3737120557199,113.877962258738,WGS84
1998S0021,1998-04-29,1998-05-02,Dinoflagellates,Gyrodinium instriatum,"Tuen Mun Beaches, Chek Lap Kok to Ma Wan Fish Culture Zone",22.3443293388533,114.000372708847,WGS84
1998S0022,1998-05-02,1998-05-13,Dinoflagellates,Karenia longicanalis,Hong Kong South Waters,22.1685921187129,114.182984299333,WGS84
1998S0023,1998-05-05,1998-05-07,Dinoflagellates,Cochlodinium polykrikoides,Deep Water Bay near Ocean Park,22.2413547942293,114.178749747131,WGS84
1998S0024,1998-05-09,1998-05-12,Dinoflagellates,Gyrodinium spirale,"Silvermine Bay Beach, Lantau Island",22.2698196640171,114.000853105516,WGS84
1998S0025,1998-05-20,1998-05-22,Dinoflagellates,Heterocapsa circularisquama,Yim Tin Tsai Fish Culture Zone and Tolo Harbour,22.4442942362072,114.222367672393,WGS84
1998S0026,1998-05-28,1998-06-02,Diatom,Skeletonema costatum,Yim Tin Tsai and Yim Tin Tsai (East) Fish Culture Zones,22.4544402183019,114.222389813107,WGS84
1998S0026,1998-05-28,1998-06-02,Diatom,Thalassiosira spp.,Yim Tin Tsai and Yim Tin Tsai (East) Fish Culture Zones,22.4544402183019,114.222389813107,WGS84
1998S0026,1998-05-28,1998-06-02,Diatom,Leptocylindrus minimus,Yim Tin Tsai and Yim Tin Tsai (East) Fish Culture Zones,22.4544402183019,114.222389813107,WGS84
1998S0027,1998-06-05,1998-06-06,Diatom,Thalassiosira spp.,Cheung Sha Wan Fish Culture Zone,22.2361241510832,114.006317592245,WGS84
1998S0028,1998-06-15,1998-06-18,Diatom,Skeletonema costatum,"Cheung Sha Wan and Lo Tik Wan Fish Culture Zones, East Lamma Channel",22.2264769397021,114.148117217809,WGS84
1998S0028,1998-06-15,1998-06-18,Diatom,Thalassiosira spp.,"Cheung Sha Wan and Lo Tik Wan Fish Culture Zones, East Lamma Channel",22.2264769397021,114.148117217809,WGS84
1998S0029,1998-06-30,1998-07-01,Diatom,Skeletonema costatum,"Lo Tik Wan Fish Culture Zone, East Lamma Channel, Aberdeen",22.2265603218213,114.148280842198,WGS84
1998S0030,1998-08-24,1998-10-21,Dinoflagellates,Ceratium furca,"Rocky Harbour and Port Shelter (Ngau Mei Hoi), Sai Kung",22.3443141934816,114.288831762452,WGS84
1998S0031,1998-09-16,1998-11-03,Dinoflagellates,Ceratium furca,"Crooked Harboour to Wong Chuk Kok Hoi, Tolo Harbour",22.523498062297,114.293242297845,WGS84
1998S0032,1998-11-01,1998-11-18,Others,Mesodinium rubrum,Hong Kong South Waters,22.1686799709283,114.176785899916,WGS84
1998S0033,1998-11-23,1998-11-26,Diatom,Thalassiosira pseudonana,Shing Mun River,22.3973287844342,114.208633065372,WGS84
1998S0033,1998-11-23,1998-11-26,Dinoflagellates,Prorocentrum triestinum,Shing Mun River,22.3973287844342,114.208633065372,WGS84
1998S0034,1998-12-02,1998-12-04,Dinoflagellates,Prorocentrum dentatum,Kat O Fisheries Research Station,22.5392577247627,114.303474329979,WGS84
1998S0034,1998-12-02,1998-12-04,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.5392577247627,114.303474329979,WGS84
1998S0036,1998-12-18,1999-01-07,Dinoflagellates,Prorocentrum dentatum,Sham Wan Fish Culture Zone and Wong Shek Pier,22.4404237159059,114.353108904698,WGS84
1998S0035,1998-12-18,1998-12-27,Dinoflagellates,Prorocentrum dentatum,Kat O Fisheries Research Station and O Pui Tong Fish Culture Zone,22.5446580508019,114.30035201203,WGS84
1998S0037,1998-12-21,1999-01-04,Diatom,Cerataulina pelagica,Yim Tin Tsai Fish Culture Zone and Tolo Harbour,22.4442637940649,114.222401391659,WGS84
1999S0001,1999-01-18,1999-01-21,Dinoflagellates,Noctiluca scintillans,Yung Shue Au Fish Culture Zone,22.4236605754435,114.277763155662,WGS84
1999S0002,1999-01-18,1999-01-21,Dinoflagellates,Noctiluca scintillans,"Hoi Ha Wan, Sai Kung",22.4664391263821,114.332441702429,WGS84
1999S0003,1999-01-28,1999-01-29,Dinoflagellates,Noctiluca scintillans,Tung Ping Chau,22.5408351879443,114.422516966563,WGS84
1999S0004,1999-02-11,1999-02-12,Diatom,Skeletonema costatum,Sha Chau,22.3435070023341,113.892727906261,WGS84
1999S0006,1999-03-01,1999-03-12,Dinoflagellates,Gonyaulax polygramma,Kau Sai Fish Culture Zone,22.3414288598495,114.318437678424,WGS84
1999S0005,1999-03-01,1999-03-02,Others,Undetermined sp.,"Ha Pak Nai and Black Point (Lan Kok Tsui), Tuen Mun",22.430656483405,113.938992517788,WGS84
1999S0007,1999-03-05,1999-03-08,Dinoflagellates,Gonyaulax polygramma,Kat O Fisheries Research Station,22.5365981421075,114.302904690136,WGS84
1999S0008,1999-03-10,1999-03-12,Dinoflagellates,Gonyaulax polygramma,Lo Tik Wan Fish Culture Zone,22.2206896480624,114.129912091525,WGS84
1999S0009,1999-03-12,1999-03-18,Dinoflagellates,Gonyaulax polygramma,Rocky Harbour near Pak A,22.3532440654984,114.349958847018,WGS84
1999S0010,1999-03-14,1999-03-21,Dinoflagellates,Gonyaulax polygramma,Kat O Fisheries Research Station,22.5365981421075,114.302904690136,WGS84
1999S0010,1999-03-14,1999-03-21,Dinoflagellates,Prorocentrum balticum,Kat O Fisheries Research Station,22.5365981421075,114.302904690136,WGS84
1999S0011,1999-03-16,1999-03-22,Dinoflagellates,Gonyaulax polygramma,North-eastern Hong Kong waters including Wong Wan Fish Culture Zone,22.4916937200077,114.346673599585,WGS84
1999S0012,1999-03-19,1999-03-20,Dinoflagellates,Gonyaulax polygramma,Deep Water Bay near Ocean Park,22.2413547942293,114.178749747131,WGS84
1999S0013,1999-03-27,1999-03-28,Dinoflagellates,Gonyaulax polygramma,"Pillar Point (Mong Hau Shek), Tuen Mun",22.3610616442265,113.952063951024,WGS84
1999S0014,1999-04-01,1999-04-06,Others,Heterosigma akashiwo,"Golden Beach, Tuen Mun",22.3675176863501,113.988229902897,WGS84
1999S0015,1999-04-09,1999-04-10,Others,Heterosigma akashiwo,Tuen Mun River,22.3944427941432,113.972842045657,WGS84
1999S0016,1999-04-10,1999-04-12,Dinoflagellates,Noctiluca scintillans,"Ma Shi Chau, Tolo Harbour",22.4513753197625,114.233593510212,WGS84
1999S0017,1999-04-17,1999-04-18,Others,Undetermined sp.,"Lower Cheung Sha Beach, Lantau Island",22.2265662568851,113.943238649546,WGS84
1999S0018,1999-04-19,1999-04-24,Dinoflagellates,Heterocapsa circularisquama,Yim Tin Tsai Fish Culture Zone,22.4537137474019,114.209129816877,WGS84
1999S0019,1999-04-23,1999-04-24,Dinoflagellates,Noctiluca scintillans,"Lido Beach Beach, Tsuen Wan",22.3668155952331,114.076467075885,WGS84
1999S0020,1999-07-22,1999-07-24,Others,Heterosigma akashiwo,Yim Tin Tsai and Yim Tin Tsai (East) Fish Culture Zones,22.4544402183019,114.222389813107,WGS84
1999S0021,1999-08-17,1999-08-18,Diatom,Pseudo-nitzschia spp.,West Lamma Channel,22.208319650427,114.072721252553,WGS84
1999S0021,1999-08-17,1999-08-18,Diatom,Nitzschia incerta,West Lamma Channel,22.208319650427,114.072721252553,WGS84
1999S0022,1999-11-15,1999-11-16,Others,Mesodinium rubrum,Tolo Harbour near Yuen Chau Tsai,22.4471825431082,114.178729832492,WGS84
1999S0023,1999-11-24,1999-11-26,Others,Mesodinium rubrum,Hong Kong South Waters including Clear Water Bay Second Beach,22.1672467041115,114.186556448184,WGS84
1999S0024,1999-12-02,1999-12-04,Others,Mesodinium rubrum,"Clear Water Bay to Fat Tong Kok, Kau Sai Fish Culture Zone",22.2689344801606,114.308431150359,WGS84
1999S0025,1999-12-10,1999-12-15,Others,Mesodinium rubrum,Kat O Fisheries Research Station,22.5365981421075,114.302904690136,WGS84
1999S0026,1999-12-13,1999-12-19,Dinoflagellates,Prorocentrum dentatum,Shing Mun River,22.3971192370705,114.208420416755,WGS84
1999S0026,1999-12-13,1999-12-19,Dinoflagellates,Prorocentrum minimum,Shing Mun River,22.3971192370705,114.208420416755,WGS84
1999S0027,1999-12-13,1999-12-14,Others,Mesodinium rubrum,"Clear Water Bay Second Beach, Sai Kung",22.2871187055991,114.289062251367,WGS84
1999S0028,1999-12-14,1999-12-16,Others,Mesodinium rubrum,Deep Water Bay near Ocean Park,22.2413547942293,114.178749747131,WGS84
1999S0029,1999-12-28,2000-01-02,Others,Mesodinium rubrum,Kat O Fisheries Research Station,22.5365981421075,114.302904690136,WGS84
1999S0030,1999-12-28,1999-12-30,Others,Mesodinium rubrum,"Wong Shek Pier, Sai Kung",22.4353587639447,114.337645896291,WGS84
1999S0031,1999-12-30,2000-01-03,Others,Mesodinium rubrum,"Tai Long Sai Wan, Sai Kung",22.3989385081385,114.373076961195,WGS84
2000S0002,2000-01-05,2000-01-07,Others,Heterosigma akashiwo,"Castle Peak Bay, Tuen Mun",22.385265331778,113.968815119804,WGS84
2000S0003,2000-01-07,2000-01-13,Dinoflagellates,Prorocentrum minimum,Shing Mun River,22.3906523108793,114.202252541128,WGS84
2000S0004,2000-01-11,2000-01-12,Others,Mesodinium rubrum,"Tung Wan Beach, Cheung Chau",22.2116827376019,114.031381704659,WGS84
2000S0006,2000-01-12,2000-01-14,Others,Mesodinium rubrum,Deep Water Bay near Ocean Park,22.2295559476889,114.168909923683,WGS84
2000S0005,2000-01-12,2000-01-15,Others,Mesodinium rubrum,Lantau Island (Southwest),22.1805217011474,113.859173287783,WGS84
2000S0007,2000-01-26,2000-01-29,Dinoflagellates,Prorocentrum minimum,Shing Mun River,22.3942952019394,114.205440745203,WGS84
2000S0008,2000-02-14,2000-02-16,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3235836657346,114.273804615521,WGS84
2000S0009,2000-02-14,2000-02-15,Dinoflagellates,Noctiluca scintillans,Lo Tik Wan Fish Culture Zone,22.2221056139987,114.129528189564,WGS84
2000S0010,2000-02-16,2000-02-17,Others,Mesodinium rubrum,"Tai Long Sai Wan, Sai Kung",22.3996064999877,114.374079629065,WGS84
2000S0011,2000-02-19,2000-02-21,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3232082155503,114.273144391168,WGS84
2000S0012,2000-02-22,2000-02-23,Dinoflagellates,Noctiluca scintillans,Double Haven (Yan Chau Tong),22.5262029346311,114.295147592458,WGS84
2000S0013,2000-03-07,2000-03-08,Others,Heterosigma akashiwo,Sha Tau Kok Hoi and Sha Tau Kok Fish Culture Zone,22.5357108803029,114.22309956818,WGS84
2000S0014,2000-03-13,2000-03-17,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229665451856,114.272722840075,WGS84
2000S0015,2000-03-14,2000-03-16,Dinoflagellates,Noctiluca scintillans,"Hebe Haven (Pak Sha Wan), Sai Kung",22.3587981155801,114.262035141047,WGS84
2000S0016,2000-03-15,2000-03-16,Dinoflagellates,Akashiwo sanguinea,Port Island (Chek Chau),22.5022750687654,114.353754353343,WGS84
2000S0017,2000-03-16,2000-03-22,Dinoflagellates,Akashiwo sanguinea,Sha Tin Hoi,22.4131945682026,114.217880014021,WGS84
2000S0018,2000-04-04,2000-04-05,Dinoflagellates,Noctiluca scintillans,"Pui O Beach, Lantau Island",22.2391610507257,113.97356640249,WGS84
2000S0019,2000-04-05,2000-04-06,Dinoflagellates,Noctiluca scintillans,Pak Shek Kok and Wu Kai Sha,22.4349631684984,114.251163234795,WGS84
2000S0020,2000-04-05,2000-04-06,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229063005594,114.27237377359,WGS84
2000S0021,2000-04-10,2000-04-11,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3228280170326,114.27221601401,WGS84
2000S0022,2000-04-29,2000-05-08,Dinoflagellates,Prorocentrum sigmoides,Kat O Fisheries Research Station,22.5367888429428,114.303010725796,WGS84
